STN Code,Sampling Date,Sampling Month,Sampling Time,Name Of Monitoring Location,Inlet/Outlet,Latitude,Longitude,Type Water Body,Name Of WaterBody,River Basin,Sub Basin,District,State Name,Monitoring Agency,Frequency of Monitoring,Major Polluting Sources,Location Details,Use Based Class,Visible Effluent Discharge,Weather,ApproxDepth,Human Activities,Floating Matter,Colour,Odour,Flow (m3/sec),Temperature,Dissolved O2 (mg/L),pH,Conductivity (&micro;mho/cm),BOD (mg/L),NitrateN (mg/L),NitriteN (mg/L),Fecal Coliform  (MPN/100ml),Total Coliform  (MPN/100ml),Fecal Streptococci (MPN/100ml),Carbonate (CO3-) (mg/L),Bicarbonate (HCO3-) (mg/L),Sulphate Endosulfan (&micro;g/L),Polynuclear Aromatic Hydrocarbons (PAH),Polychlorinated Biphenyls (PCB) (&micro;g/L),Trihalomethanes (THM) (&micro;g/L),Chlorophyll (mg/m3),Total Plankton Count (count/L),Productivity ,E.Coli (MPN/100ml),Saprobity Index,Diversity Index,PR Ratio,Turbidity (mg/L),Phenolphthalein Alkalinity (mg/L),Total Alkalinity (mg/L),Chlorides (mg/L),COD (mg/L),Total Kjeldahl Nitrogen (mg/L),Ammonical-N (mg/L),Total Hardness (mg/L),Ca as CaCo3 (mg/L),Mg as CaCo3 (mg/L),Sulphate (mg/L),Sodium (mg/L),Total Dissolved Solids (mg/L),Total Fixed Solids (mg/L),Total Suspended Solids (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),Sodium Percentage,SAR,Any Other (General Parameters),Alpha HCH (&micro;g/L),Beta HCH (&micro;g/L),Gamma HCH (Lindane) (&micro;g/L),Delta-HCH (&micro;g/L),"o,p'- DDE (&micro;g/L)","p,p'- DDE (&micro;g/L)","o,p'- DDD (&micro;g/L)","p,p'- DDD (&micro;g/L)","o,p' DDT (&micro;g/L)","p,p' - DDT (&micro;g/L)",Alpha Endosulphan (&micro;g/L),Beta Endosulphan (&micro;g/L),Aldrin (&micro;g/L),Dieldrin (&micro;g/L),"2,4-D (&micro;g/L)",Chloropyriphos (&micro;g/L),Corbamate (&micro;g/L),MethylParathion  (&micro;g/L),Anilophos (&micro;g/L),Isoprofuron (&micro;g/L),Alachlor (&micro;g/L),Atrazine (&micro;g/L),Monochorotophos  (&micro;g/L),Ethion (&micro;g/L),Phorate (&micro;g/L),Butachlor (&micro;g/L),Chlorandane (&micro;g/L),Heptachlor (&micro;g/L),Hexachlorobenzene (&micro;g/L),Phosphamidon (&micro;g/L),Malathian (&micro;g/L),Ortho Phosphate (mg/L),Arsenic (mg/L),Cadmium (mg/L),Copper (mg/L),Lead (mg/L),Chromium Total (mg/L),Nickel (mg/L),Zinc (mg/L),Mercury (mg/L),Iron (mg/L),Aluminium (mg/L),Silver (mg/L),Cobalt (mg/L),Manganese (mg/L),Molybdenum (mg/L),Selenium (mg/L),Cyanide (mg/L),Any Other (Metals),Naphthalene (&micro;g/L),Acenaphthylene (&micro;g/L),Acenaphthene (&micro;g/L),Fluorene (&micro;g/L),Phenanthrene (&micro;g/L),Anthracene (&micro;g/L),Fluoranthene (&micro;g/L),Pyrene (&micro;g/L),Benzo(a)Anthracene (&micro;g/L),Chrysene (&micro;g/L),Benzo(b)Fluoranthene (&micro;g/L),Benzo(k)Fluoranthene (&micro;g/L),Benzo(a)Pyrene (&micro;g/L),"Benzo(g,h,i)Perylene (&micro;g/L)","Dibenzo(a,h)Anthracene (&micro;g/L)","Indeno(1,2,3-Cd)Pyrene (&micro;g/L)",Sampling Status,Reason,Last Updated Date
2160,03-01-2023,Jan,11:30,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,22,6.6,8.8,630,4.8,1.22,NA,1.8(BDL),4.5,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),8,138,70.98,20,10.08,1.13,176,80,96,104.08,56.09,518,466,10(BDL),0.2(BDL),0.5(BDL),2.86,1.1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,01-03-2023 11:08
2159,02-02-2023,Feb,15:30,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,,24,6.5,8.6,655,3.4,1.45,NA,7.8,40,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,5(BDL),172,75.48,16,2.24,0.4,204,106,98,104.56,51.7,459,418,10(BDL),0.2(BDL),0.61,3.4,1.03,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,16-03-2023 12:01
2158,02-02-2023,Feb,15:00,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,24,6.6,8.6,657,3.2,1.45,NA,4.5,17,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,6,168,76.48,16,2.24,0.4,200,104,96,95.56,49.3,445,403,10(BDL),0.2(BDL),0.5(BDL),4,0.89,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,16-03-2023 12:19
1312,02-02-2023,Feb,14:30,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1,24,6.9,8.6,654,2.4,1.35,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,6,166,77.48,8,1.68,0.4,214,122,92,91.08,49.5,492,440,10(BDL),0.2(BDL),0.5(BDL),3.6,0.76,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,16-03-2023 12:33
2160,02-02-2023,Feb,12:15,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,24,6.7,8.5,658,3,1.35,NA,1.8(BDL),7.8,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),8,162,53.48,12,1.68,0.4,240,120,120,102.96,46.2,463,409,10(BDL),0.2(BDL),0.5(BDL),3.8,0.77,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-03-2023 11:13
1312,01-03-2023,Mar,13:30,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1,24,6.4,8.9,660,3.5,0.74,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),8,124,72.48,16,1.68,0.4,220,126,94,95.18,46,497,447,10(BDL),0.54,0.5(BDL),4,0.78,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-04-2023 14:17
2160,01-03-2023,Mar,12:45,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,50-100cm,Others,No,Clear,Odor Free,2,24,6.6,9,646,4,0.75,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,6,148,77.48,20,2.24,0.4,176,96,80,83.88,44,393,352,12,0.66,0.5(BDL),3.08,0.81,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-04-2023 14:26
2159,01-03-2023,Mar,14:00,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,50-100cm,Others,No,Clear,Odor Free,2,24,6.5,9,652,3.5,0.75,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),134,73.98,16,2.24,0.4,192,122,70,83.38,50,468,418,12,0.75,0.5(BDL),5.2,1.1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-04-2023 14:33
2158,01-03-2023,Mar,13:45,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,50-100cm,Others,No,Clear,Odor Free,2,24,6.7,9,665,3,0.71,NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,6,122,116.96,16,1.68,0.4,186,114,72,90.68,49,490,440,10(BDL),0.47,0.5(BDL),3.8,0.81,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-04-2023 14:55
2824,03-04-2023,Apr,00:00,"DUG WELL AT NAREGAON, VILLAGE- NAREGAON, TALUKA- AURANGABAD, DISTRICT - AURANGABAD.",,19.89506,75.3892,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,,,,,,,,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Sampling,"The following NWMP samples are not collected in the Month of April-2023, the reason is as below:

 2824 - Dug well at Naregaon at Aurangabad region - The said sample was not collected by this office since 2016 also the said well are filled up with stone and murum and present not in use hence sample could not be collected.",17-05-2023 11:45
1312,03-04-2023,Apr,14:20,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1,26,6.4,8.7,661,4.8,0.79,NA,9.3,24,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),142,71.94,20,2.24,0.4,144,82,62,113.16,42,422,372,10(BDL),0.2(BDL),0.5(BDL),4.1,1.07,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-05-2023 12:01
2158,03-04-2023,Apr,14:05,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,26,6.8,8.7,660,3.2,0.67,NA,1.8(BDL),7.8,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),6,144,73.91,16,1.68,0.4,164,100,64,104,39,425,381,10(BDL),0.2(BDL),0.5(BDL),3.2,1.25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-05-2023 12:13
2159,03-04-2023,Apr,14:35,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,26,6.2,8.7,663,5.6,0.8,NA,1.8(BDL),13,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),8,148,73.91,24,2.24,0.4,146,86,60,104,44,387,346,10(BDL),0.2(BDL),0.5(BDL),3.9,1.29,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-05-2023 12:32
2160,03-04-2023,Apr,16:15,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,2,26,6.1,7.9,2614,6,7.5,NA,4.5,17,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),408,359.71,32,2.24,0.4,522,284,238,430.1,184,1788,1601,10(BDL),0.26,0.5(BDL),10.8,0.86,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-05-2023 14:50
1993,05-04-2023,Apr,12:25,"DUG WELL AT PANDHARPUR, VILLAGE-PANDHARPUR, TALUKA-GANGAPUR, DISTRICT - AURANGABAD.",,19.700486,75.017786,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,,Clear,Odor Free,,26,,7.6,1518,5.2,14.15,NA,4.5,40,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),258,175.42,24,1.68,NA,472,260,212,155.2,108,1023,918,10(BDL),0.26,0.5(BDL),7.8,0.95,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-05-2023 15:04
2201,05-04-2023,Apr,11:55,"DUG WELL AT RANJANGAON, VILLAGE-RANJANGAON, TALUKA-GANGAPUR, DISTRICT- AURANGABAD.",,18.75395,74.247278,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,,Clear,Odor Free,,26,,7.7,1699,6.2,16.2,NA,1.8(BDL),22,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),210,193.16,32,2.24,NA,578,302,276,237,114,1294,1162,10(BDL),0.26,0.5(BDL),8,0.76,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2023 11:22
2200,03-04-2023,Apr,15:05,"BORE WELL AT KATPUR, NEAR Z.P. SCHOOL, VILLAGE-KATPUR,TALUKA-PAITHAN,DISTRICT-AURANGABAD.",,19.523145,75.383933,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,,Clear,Odor Free,,26,,8.6,661,5.8,0.81,NA,1.8(BDL),24,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),6,146,73.91,28,1.68,NA,150,90,60,86.02,41,436,391,10(BDL),0.2(BDL),0.5(BDL),2.9,1.14,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2023 11:37
2825,03-04-2023,Apr,13:30,"BORE WELL AT WAHEGAON, NEAR ZILLA PARISHAD SCHOOL,VILLAGE-WAHEGAON,TALUKA-PAITHAN, DISTRICT - AURANGABAD",,19.56625,75.395758,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,,Clear,Odor Free,,26,,8.4,665,3.8,0.57,NA,4,14,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),8,144,72.24,16,1.68,NA,152,92,60,111.04,45,434,376,10(BDL),0.2(BDL),0.5(BDL),3.8,0.76,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2023 11:49
1312,04-05-2023,May,13:00,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,1,30,6.9,8.6,708,2.4,0.3(BDL),NA,4.5,47,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,8,146,109.92,12,2.24,0.4,158,86,72,83.96,36,492,441,10(BDL),0.2(BDL),0.5(BDL),3.8,1.18,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,03-07-2023 11:31
2158,04-05-2023,May,13:30,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,No,Clear,Odor Free,3,30,6.8,8.6,687,2.6,0.3(BDL),NA,6.8,40,1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,5(BDL),144,109.92,16,1.68,0.4,138,76,62,79.48,38,425,381,10(BDL),0.2(BDL),0.5(BDL),4.1,1.13,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,03-07-2023 11:44
